dataset,semi_cnt_0,semi_cnt_1,num_assertion,seed,edge_guidance,axis_guidance,running_time,accuracy,macro_f1,average_purity
datasets/Crime.csv,2,6,296,0,True,True,3.9392049312591553,0.7391304347826086,0.7032258064516128,0.6957403651115619
datasets/Crime.csv,2,6,296,1,True,True,3.9854586124420166,0.7608695652173914,0.7116809116809117,0.7075892857142857
datasets/Crime.csv,2,6,296,2,True,True,3.9934165477752686,0.6086956521739131,0.5379464285714286,0.5376344086021505
datasets/Crime.csv,2,6,296,3,True,True,3.9278268814086914,0.5217391304347826,0.486815415821501,0.5028571428571429
datasets/Crime.csv,2,6,296,4,True,True,3.8406589031219482,0.5217391304347826,0.4559139784946237,0.462474645030426
datasets/Crime.csv,2,6,296,5,True,True,4.1191253662109375,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,2,6,296,6,True,True,3.8942432403564453,0.717391304347826,0.6592592592592593,0.65625
datasets/Crime.csv,2,6,296,7,True,True,3.9173383712768555,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,2,6,296,8,True,True,3.9205245971679688,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,2,6,296,9,True,True,3.8326337337493896,0.7608695652173914,0.7116809116809117,0.7075892857142857
datasets/Crime.csv,5,13,296,0,True,True,3.9736061096191406,0.7391304347826086,0.7032258064516128,0.6957403651115619
datasets/Crime.csv,5,13,296,1,True,True,3.8978617191314697,0.8043478260869565,0.764102564102564,0.7589285714285714
datasets/Crime.csv,5,13,296,2,True,True,3.8122611045837402,0.6521739130434783,0.5490196078431373,0.5532467532467533
datasets/Crime.csv,5,13,296,3,True,True,3.838681221008301,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,5,13,296,4,True,True,4.031430244445801,0.6304347826086957,0.5544159544159544,0.5535714285714286
datasets/Crime.csv,5,13,296,5,True,True,3.875981569290161,0.6521739130434783,0.6349206349206349,0.6521739130434783
datasets/Crime.csv,5,13,296,6,True,True,3.9415247440338135,0.5652173913043478,0.5334685598377281,0.5466666666666666
datasets/Crime.csv,5,13,296,7,True,True,3.7260518074035645,0.5434782608695652,0.3913043478260869,0.3833333333333333
datasets/Crime.csv,5,13,296,8,True,True,3.878673791885376,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,5,13,296,9,True,True,3.9767346382141113,0.8260869565217391,0.7855477855477855,0.7855477855477855
datasets/Crime.csv,8,20,296,0,True,True,4.014905214309692,0.7608695652173914,0.7230432402846196,0.7145833333333333
datasets/Crime.csv,8,20,296,1,True,True,3.8996481895446777,0.782608695652174,0.7433035714285714,0.7354838709677419
datasets/Crime.csv,8,20,296,2,True,True,3.84645676612854,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,8,20,296,3,True,True,3.885204553604126,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,8,20,296,4,True,True,3.999844551086426,0.6521739130434783,0.5490196078431373,0.5532467532467533
datasets/Crime.csv,8,20,296,5,True,True,3.9209811687469482,0.6521739130434783,0.6349206349206349,0.6521739130434783
datasets/Crime.csv,8,20,296,6,True,True,3.9679646492004395,0.5869565217391305,0.5511042629686698,0.5596153846153846
datasets/Crime.csv,8,20,296,7,True,True,3.9319608211517334,0.782608695652174,0.7433035714285714,0.7354838709677419
datasets/Crime.csv,8,20,296,8,True,True,3.9468393325805664,0.6304347826086957,0.533134328358209,0.5343137254901961
datasets/Crime.csv,8,20,296,9,True,True,3.970416307449341,0.7391304347826086,0.7032258064516128,0.6957403651115619
datasets/Crime.csv,11,27,296,0,True,True,4.007400751113892,0.5217391304347826,0.498015873015873,0.5217391304347826
datasets/Crime.csv,11,27,296,1,True,True,4.006821632385254,0.8043478260869565,0.764102564102564,0.7589285714285714
datasets/Crime.csv,11,27,296,2,True,True,3.867426872253418,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,11,27,296,3,True,True,3.9545559883117676,0.7391304347826086,0.7032258064516128,0.6957403651115619
datasets/Crime.csv,11,27,296,4,True,True,3.8837828636169434,0.6739130434782609,0.5880597014925373,0.5906862745098039
datasets/Crime.csv,11,27,296,5,True,True,4.007629156112671,0.782608695652174,0.731934731934732,0.731934731934732
datasets/Crime.csv,11,27,296,6,True,True,3.9307971000671387,0.5434782608695652,0.5157894736842105,0.5340909090909091
datasets/Crime.csv,11,27,296,7,True,True,3.961890459060669,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,11,27,296,8,True,True,3.926335334777832,0.6521739130434783,0.5490196078431373,0.5532467532467533
datasets/Crime.csv,11,27,296,9,True,True,3.8404288291931152,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,14,34,296,0,True,True,3.874209403991699,0.8913043478260869,0.8626865671641792,0.8725490196078431
datasets/Crime.csv,14,34,296,1,True,True,3.866774797439575,0.8260869565217391,0.7946428571428571,0.7849462365591398
datasets/Crime.csv,14,34,296,2,True,True,3.8945014476776123,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,14,34,296,3,True,True,3.901751756668091,0.7608695652173914,0.7116809116809117,0.7075892857142857
datasets/Crime.csv,14,34,296,4,True,True,3.9608657360076904,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,14,34,296,5,True,True,3.9973838329315186,0.8478260869565217,0.8077611940298506,0.8161764705882353
datasets/Crime.csv,14,34,296,6,True,True,3.928536891937256,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,14,34,296,7,True,True,3.9077117443084717,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,14,34,296,8,True,True,3.9686365127563477,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,14,34,296,9,True,True,3.916327953338623,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,17,40,296,0,True,True,4.00861120223999,0.8478260869565217,0.8077611940298506,0.8161764705882353
datasets/Crime.csv,17,40,296,1,True,True,3.958405017852783,0.7391304347826086,0.7124999999999999,0.7076023391812865
datasets/Crime.csv,17,40,296,2,True,True,3.89143443107605,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,17,40,296,3,True,True,4.025378465652466,0.7608695652173914,0.7116809116809117,0.7075892857142857
datasets/Crime.csv,17,40,296,4,True,True,3.9604196548461914,0.8478260869565217,0.7971014492753623,0.8305555555555556
datasets/Crime.csv,17,40,296,5,True,True,4.00315260887146,0.6739130434782609,0.6456086286594762,0.6480769230769231
datasets/Crime.csv,17,40,296,6,True,True,3.959470748901367,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,17,40,296,7,True,True,3.819380044937134,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,17,40,296,8,True,True,4.0108513832092285,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,17,40,296,9,True,True,3.9633004665374756,0.6956521739130435,0.6645833333333333,0.6627680311890838
datasets/Crime.csv,20,47,296,0,True,True,3.972348690032959,0.8478260869565217,0.8077611940298506,0.8161764705882353
datasets/Crime.csv,20,47,296,1,True,True,3.9952316284179688,0.7608695652173914,0.7324167107350608,0.7242063492063493
datasets/Crime.csv,20,47,296,2,True,True,3.9854061603546143,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,20,47,296,3,True,True,3.8503787517547607,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,20,47,296,4,True,True,3.9843733310699463,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,20,47,296,5,True,True,3.8693060874938965,0.6739130434782609,0.6541353383458646,0.6647727272727273
datasets/Crime.csv,20,47,296,6,True,True,4.017491102218628,0.6739130434782609,0.6541353383458646,0.6647727272727273
datasets/Crime.csv,20,47,296,7,True,True,3.987779378890991,0.7608695652173914,0.7230432402846196,0.7145833333333333
datasets/Crime.csv,20,47,296,8,True,True,4.028577566146851,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,20,47,296,9,True,True,3.9368972778320312,0.782608695652174,0.731934731934732,0.731934731934732
datasets/Crime.csv,23,54,296,0,True,True,3.968745231628418,0.7608695652173914,0.697910447761194,0.7034313725490196
datasets/Crime.csv,23,54,296,1,True,True,4.019500494003296,0.7608695652173914,0.7230432402846196,0.7145833333333333
datasets/Crime.csv,23,54,296,2,True,True,3.9660885334014893,0.7608695652173914,0.7230432402846196,0.7145833333333333
datasets/Crime.csv,23,54,296,3,True,True,4.123237133026123,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,23,54,296,4,True,True,3.9549248218536377,0.717391304347826,0.6726874657909141,0.6666666666666667
datasets/Crime.csv,23,54,296,5,True,True,3.996311902999878,0.6304347826086957,0.5983564458140729,0.6038461538461539
datasets/Crime.csv,23,54,296,6,True,True,4.045677185058594,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,23,54,296,7,True,True,3.9697418212890625,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,23,54,296,8,True,True,3.9869816303253174,0.7391304347826086,0.6919642857142858,0.6860215053763441
datasets/Crime.csv,23,54,296,9,True,True,3.809877872467041,0.8043478260869565,0.7528358208955224,0.7598039215686274
datasets/Crime.csv,26,61,296,0,True,True,3.9388911724090576,0.8043478260869565,0.7391304347826086,0.7666666666666666
datasets/Crime.csv,26,61,296,1,True,True,3.9348294734954834,0.8043478260869565,0.764102564102564,0.7589285714285714
datasets/Crime.csv,26,61,296,2,True,True,4.053085088729858,0.7391304347826086,0.6919642857142858,0.6860215053763441
